"sitename","siteid","datasetid","altitude","longitude","latitude"
"Longmere Lake",11597,17376,78,-150.91979,60.4918
"Longmere Lake",11597,17377,78,-150.91979,60.4918
"Lake Minchumina",11598,17378,196,-152.38243,63.8383
"Lake Minchumina",11598,17379,196,-152.38243,63.8383
"Mosquito Pond",11599,17380,379,-145.54198,63.98555
"Mosquito Pond",11599,17381,379,-145.54198,63.98555
"Otto Lake",11600,17382,548,-149.0435,63.8362
"Otto Lake",11600,17383,548,-149.0435,63.8362
"Watana Triangle Pond",11601,17384,546,-148.24906,62.84226
"Watana Triangle Pond",11601,17385,546,-148.24906,62.84226
"Beaver Lake",11602,17386,412,-88.15893,44.91816
"Beaver Lake",11602,17387,412,-88.15893,44.91816
"Wiener Lake",11603,17388,604,-148.1769,61.80956
"Wiener Lake",11603,17389,604,-148.1769,61.80956
"Zagoskin Lake",11604,17390,7,-162.11413,63.4461
"Zagoskin Lake",11604,17391,7,-162.11413,63.4461
"Fishblue (Blue) Lake",11605,17392,381,-121.49568,49.98997
"Fishblue (Blue) Lake",11605,17393,381,-121.49568,49.98997
"Steel Lake",11606,17394,415,-94.6867,46.96784
"Steel Lake",11606,17396,415,-94.6867,46.96784
"Piermont Marsh",11607,17397,0,-73.9155,41.01475
"Piermont Marsh",11607,17398,0,-73.9155,41.01475
"South Lake",11608,17399,775,-121.44339,69.07635
"Site 104 (Swain unpublished)",174,174,398,-72.58,44.07
"Mermaid Bog",1684,1740,15,-63.025,46.25
"South Lake",11608,17400,775,-121.44339,69.07635
"Little Swift Lake",11609,17401,572,-159.77674,60.21151
"Little Swift Lake",11609,17402,572,-159.77674,60.21151
"Lorraine Lake",11610,17403,437,-86.48457,46.14313
"Lorraine Lake",11610,17404,437,-86.48457,46.14313
"Penegor Lake",11611,17405,437,-88.86157,46.61375
"Penegor Lake",11611,17406,437,-88.86157,46.61375
"Kelly Lake",11613,17409,254,-81.09567,46.42851
"Big Cypress Bend [End boardwalk ""Fak10 endB""]",11616,17416,2,-81.46761,25.949
"Big Cypress Bend [End boardwalk ""Fak10 endB""]",11616,17417,2,-81.46761,25.949
"Cumbres Bog",11617,17418,3100,-106.45186,37.02099
"Cumbres Bog",11617,17419,3100,-106.45186,37.02099
"College Pond",1686,1742,30,-70.65,41.88
"Herring Pond",1687,1743,2,-69.9888,41.8228
"Flax Pond",1688,1744,NA,-70.02,41.77
"Andrews Pond",1689,1745,9,-70.08,41.7
"Elishas Pond",1690,1746,6,-70.22,41.7
"Garretts Pond",1691,1747,12,-70.35,41.7
"McCall Glacier",11643,17476,2333,-143.79003,69.29504
"Spectacle Pond",1692,1748,20,-70.45,41.7
"Fresh Pond (US:Massachusetts)",1693,1749,6,-70.53,41.6
"Site 105 (Swain unpublished)",175,175,217,-73,43.28
"Lovells Pond",1694,1750,12,-70.43,41.65
"North Pamet Bog Pond",1695,1751,3,-70.03,42
"Beach Forest Trail",1696,1752,1,-70.18,42.07
"Walden Pond",1697,1753,47,-71.34511,42.43654
"Lac Mimi",1698,1754,423,-70.37583,47.49694
"Minakokosa Lake",1699,1755,122,-155.03333,66.91667
"Lake Minnie",1701,1757,430,-95.01084,47.24089
"Mirror Pool",1703,1759,302,-97.24139,46.52583
"Benacadie 4",11696,17595,7,-60.75989,45.89622
"Benacadie 4",11696,17597,7,-60.75989,45.89622
"Site 106 (Swain unpublished)",176,176,29,-71.95,41.45
"Hillsboro Site",11702,17608,4,-61.37881,46.05757
"Hillsboro Site",11702,17609,4,-61.37881,46.05757
"Molas Lake",1705,1761,3200,-107.68516,37.74574
"Lismore Section",11706,17616,2,-62.30132,45.69209
"Lismore Section",11706,17617,2,-62.30132,45.69209
"Molas Pass Bog",1706,1762,3220,-107.6975,37.73778
"Monhegan Island Meadow",1707,1763,3,-69.3,43.76667
"Ile d'Entree Site",11719,17643,3,-61.72012,47.26685
"Ile d'Entree Site",11719,17644,3,-61.72012,47.26685
"Lac Montagnais",1709,1765,800,-71.175,47.90778
"Montezuma Well",1710,1766,1081,-111.7528,34.6488
"East Milford Gypsum Quarry",11728,17667,0,-63.43433,45.00265
"East Milford Gypsum Quarry",11728,17668,0,-63.43433,45.00265
"Moon Lake",1711,1767,444,-98.16505,46.85061
"Wilcox Lake",1245,17671,304,-79.43,43.95
"Wilcox Lake",1245,17672,304,-79.43,43.95
"Moon Lake",1711,1768,444,-98.16505,46.85061
"Spirea Wetland",11736,17688,255,-80.26015,43.26052
"Spirea Wetland",11736,17689,255,-80.26015,43.26052
"18 [Moraine Lake]",1712,1769,385,-58.05,52.26667
"Site 107 (Swain unpublished)",177,177,77,-71.9,41.87
"Mordsger Lake",1713,1770,400,-94.25,51.38333
"Lake A",11747,17710,378,-105.05685,55.33061
"Lake A",11747,17711,378,-105.05685,55.33061
"West Naniskak Lake",11748,17712,418,-104.94231,55.42836
"West Naniskak Lake",11748,17713,418,-104.94231,55.42836
"Marl Pond",11749,17714,379,-105.3915,55.04398
"Marl Pond",11749,17715,379,-105.3915,55.04398
"Silver Lake",2303,17716,332,-83.81531,40.35123
"Silver Lake",2303,17717,332,-83.81531,40.35123
"Mosquito Lake Bog",1715,1772,198,-122.11778,48.76917
"Runway Ruin",11752,17724,1000,-110.93,33.46
"Monitor",11753,17725,1000,-110.93,33.46
"Columbus",11754,17726,1000,-110.93,33.46
"Multigrade",11756,17728,1000,-110.93,33.46
"Tinhorn Wash",11757,17729,1000,-110.93,33.46
"Moulton Pond",1716,1773,143,-68.63917,44.6275
"Runway Ruin",11752,17731,1000,-110.93,33.46
"Columbus",11754,17734,1000,-110.93,33.46
"Multigrade",11756,17735,1000,-110.93,33.46
"Tinhorn Wash",11757,17736,1000,-110.93,33.46
"Columbus",11754,17741,1000,-110.93,33.46
"Multigrade",11756,17746,1000,-110.93,33.46
"Multigrade",11756,17747,1000,-110.93,33.46
"Tinhorn Wash",11757,17748,1000,-110.93,33.46
"Mud Creek Site 1",1718,1775,5,-80.60472,25.21972
"Monitor",11753,17756,1000,-110.93,33.46
"Monitor",11753,17757,1000,-110.93,33.46
"Mud Lake",1719,1776,9,-81.87499,29.29299
"Mud Lake",1720,1777,308,-93.83519,44.22085
"Mud Lake",1721,1778,424,-94.76088,46.8557
"Site 108 (Swain unpublished)",178,178,399,-76.58,41.77
"Munday Creek",1723,1780,88,-141.96667,60.03333
"Sentinel Butte",11773,17803,1490,-108.618,31.441
"Sentinel Butte",11773,17804,1490,-108.618,31.441
"Coyote Hills",11774,17805,1502,-108.50417,32.00278
"Coyote Hills",11774,17806,1502,-108.50417,32.00278
"Murphy Lake",1724,1781,280,-93.34521,44.70905
"Columbus",11754,17815,1000,-110.93,33.46
"East Ruin",11778,17816,1075,-110.93,33.46
"Muscotah Marsh",1725,1782,280,-95.51333,39.53
"Refugia Ruin",11783,17820,990,-110.93,33.46
"Runway Ruin",11752,17821,1000,-110.93,33.46
"Runway Ruin",11752,17822,1000,-110.93,33.46
"Runway Ruin",11752,17823,1000,-110.93,33.46
"Muskox Lake",1726,1783,305,-122.66667,71.78333
"Kealia Pond",11786,17830,0,-156.48516,20.78827
"Kealia Pond",11786,17832,0,-156.48516,20.78827
"MV01",1727,1784,300,-74.9,56.94333
"Peloncillo Mountains",11792,17858,1400,-109.115,32.26167
"Peloncillo Mountains",11792,17859,1400,-109.115,32.26167
"Myrtle Lake",1729,1786,393,-93.39207,47.97876
"HF077 Cental Plot",11804,17878,350,-72.45895,42.81014
"Lost Swamp",11805,17879,350,-72.45895,42.81014
"Natla Bog",1731,1788,1380,-128.8,63.01667
"Lost Swamp",11805,17880,350,-72.45895,42.81014
"HF077 South Plot",11808,17883,350,-72.45895,42.81014
"Natural Lake",1732,1789,170,-95.38611,34.66333
"Site 109 (Swain unpublished)",179,179,349,-70.45,45.18
"Nedlouc",1733,1790,330,-71.65,57.65
"Nedlouc",1733,1791,330,-71.65,57.65
"Nels Lake",1735,1793,428,-91.90603,48.0178
"Nelson Pond",1736,1794,335,-92.68849,46.40564
"Mitkof Island",11854,17944,20,-132.95774,56.80046
"Mitkof Island",11854,17945,20,-132.95774,56.80046
"Little Shingobee Lake",11855,17946,408,-94.69653,46.99141
"Little Shingobee Lake",11855,17947,408,-94.69653,46.99141
"Neville Marsh",1738,1796,305,-83.83333,40.54583
"Niantic",1740,1798,183,-89.15639,39.83917
"Nichols Brook Site",1741,1799,438,-78.47799,42.54357
"Tower Lake",9738,17991,261,-86.03944,46.54157
"Tower Lake",9738,17993,261,-86.03944,46.54157
"South Soefje Bog",18,18,97,-97.51694,29.6
"Site 110 (Swain unpublished)",180,180,503,-75.87,45.95333
"Nicol Lake",1742,1800,348,-103.48333,61.58333
"Niliq Lake",1748,1806,274,-160.43333,67.86667
"Nina Lake",1749,1807,380,-81.5,46.6
"Site 111 (Swain unpublished)",181,181,413,-75.32,41.9
"Blue Lakes",11924,18105,2437,-118.71937,41.67826
"Blue Lakes",11924,18106,2437,-118.71937,41.67826
"NEL03",11925,18107,2074,-116.9055,49.49605
"NEL03",11925,18108,2074,-116.9055,49.49605
"Path Lake",11926,18109,10,-64.93446,43.86933
"Site 1 (Beetham 1958)",1753,1811,1776,-82,36.17
"Path Lake",11926,18110,10,-64.93446,43.86933
"Site 2 (Beetham 1958)",1754,1812,1916,-82,36.17
"Pyatts Lake",11934,18126,1080,-115.77346,49.46779
"Pyatts Lake",11934,18127,1080,-115.77346,49.46779
"Site 3 (Beetham 1958)",1755,1813,1682,-82.5,36
"No Bottom Pond",1756,1814,6,-70.20833,41.28333
"Nonconnah Creek [TN-1]",1757,1815,76,-89.91667,35.08333
"Mod Pond",11950,18158,21,-120.58844,34.78651
"Mod Pond",11950,18159,21,-120.58844,34.78651
"North Pond",1759,1817,586,-73.05517,42.64971
"Water Conservation Area 3B, Nuthouse Far Tail",1760,1818,5,-80.55667,25.88556
"Water Conservation Area 3B, Nuthouse Head",1761,1819,5,-80.5125,25.88917
"Site 112 (Swain unpublished)",182,182,158,-68.02,46.62
"Nutt Lake",1762,1820,305,-79.45,45.21667
"Northwest River Pond",1763,1821,29,-60.16667,53.51667
"Lake Ogechie",1764,1822,380,-93.78333,46.13333
"Lake O'Hara",1765,1823,2015,-116.35,51.35972
"West Okoboji Lake",1766,1824,426,-95.2,43.33333
"Old Field",1768,1826,97,-89.83333,37.11667
"Oliver Pond",1770,1828,250,-89.32389,48.42222
"Oliver Pond",1770,1829,250,-89.32389,48.42222
"Site 113 (Swain unpublished)",183,183,176,-68.2,47.03
"Lake Onamia",1771,1830,380,-93.68,46.06833
"Ondris Pond",1772,1831,363,-94.41014,46.34085
"Lake Ontario, Rochester Basin",1774,1833,75,-76.9,43.51
"Lake Ontario, Mississauga Basin",1775,1834,75,-78.15,43.55667
"Opabin Lake",1776,1835,2280,-116.3125,51.34306
"Site 114 (Swain unpublished)",184,184,229,-68.47,47.2
"Otto Mielke Lake",1781,1840,495,-89.62886,45.92249
"Lac Ouellet",1782,1841,300,-68.94389,47.53278
"Site 1 (Cridlebaugh unpublished)",1787,1846,244,-84.2,35.58
"Palace Pier Section",1788,1847,73,-79.48,43.62
"Panther Run Pond",1789,1848,634,-77.41667,40.8
"Paradise Lake",1790,1849,180,-57.75,53.05
"Site 115 (Swain unpublished)",185,185,186,-68.47,46.77
"Park Pond 1",1792,1851,2705,-109.95944,43.46806
"Park Pond 1",1792,1852,2705,-109.95944,43.46806
"Park Pond 2",1793,1853,2714,-109.94083,43.45
"Park Pond 2",1793,1854,2714,-109.94083,43.45
"Park Pond 3",1794,1855,2739,-109.92,43.45917
"Park Pond 3",1794,1856,2739,-109.92,43.45917
"Parkhill Creek",1795,1857,181,-81.75,43.18
"Parrott's Pond",1796,1858,74,-76.7,44.22
"Pasacaco Pond",1797,1859,3,-71.45,41.51667
"Site 116 (Swain unpublished)",186,186,249,-68.17,46.03
"Pasqua Lake",1799,1861,NA,-104,50.78
"Pass Lake",1800,1862,250,-88.74,48.56
"Lac Patricia",1802,1864,538,-64.68,56.67
"Patschke Bog",1803,1865,142,-97.11667,30.36667
"Paynter Marsh",1806,1868,188,-78.34,44.1
"PB02",1807,1869,84,-77.71667,55.28333
"Site 117 (Swain unpublished)",187,187,102,-68.62,45.63
"PB03",1808,1870,99,-77.71833,55.28667
"PB04B",1809,1871,99,-77.70333,55.29167
"PB05",1810,1872,99,-77.7,55.29167
"PB06",1811,1873,99,-77.7,55.295
"Pogonia Bog Pond",1814,1876,292,-93.63376,45.03387
"Third Lake",1815,1877,446,-92.01583,48.09557
"Third Lake",1815,1878,446,-92.01583,48.09557
"Peatsah Section",1816,1879,92,-79.82,43.33
"Site 118 (Swain unpublished)",188,188,65,-68.48,45.37
"Ped Pond",1818,1881,211,-142.06667,67.2
"Ped Pond",1818,1882,211,-142.06667,67.2
"Peggy Lake",1819,1883,470,-92,49.48
"Pennington Lake",1820,1884,48,-93.27306,45.78056
"Perch Lake",1824,1888,701,-100.89889,51.65139
"Site 119 (Swain unpublished)",189,189,82,-70.03,44.23
"Lac Petel",1826,1890,270,-66.26667,50.55
"Peterson Slough",1827,1891,460,-95.31667,46.96667
"Phred",1829,1893,518,-66.75,54.76667
"Piekert Lake",1831,1895,NA,-93.73333,45.13333
"Pilot Mound Site",1833,1897,352,-93.9,42.16
"Pinckneyville Creek Site 19",1834,1898,79,-91.47944,31.04583
"Pinckneyville Creek Site 20",1835,1899,79,-91.48194,31.04833
"Site 120 (Swain unpublished)",190,190,192,-70.15,44.8
"Pinckneyville Creek Site 21",1836,1900,79,-91.48222,31.04778
"Pinecrest Lake",1838,1902,320,-121.43286,49.49253
"Pink Lake",1840,1904,162,-75.80833,45.46944
"Pitcher Bog",1841,1905,220,-79.98,44.82
"Pixie Lake",1842,1906,70,-124.19667,48.59639
"Mont Jacques-Cartier",1843,1907,1076,-65.95,49
"Lac Belle-Fontaine Site 1",1844,1908,1136,-71.11667,47.4
"Lac Belle-Fontaine Site 2",1845,1909,909,-71.11667,47.4
"Site 121 (Swain unpublished)",191,191,61,-74.08,41.88
"Lac Gosselin",1846,1910,606,-70.3,46.7
"Lac Megantic",1847,1911,394,-70.88333,45.45
"Lac-a-Jack",1848,1912,803,-71.25,47.55
"Lac Lachance",1849,1913,818,-71.13333,47.46667
"Lac Chominich",1850,1914,803,-71.25,47.55
"Lac Blouin",1851,1915,818,-70.93333,47.63333
"Ruisseau Jardin Site 1",1852,1916,773,-70.91667,47.63333
"Ruisseau Jardin Site 2",1853,1917,742,-70.91667,47.63333
"Lac Equerre",1854,1918,719,-71.23333,47.15
"Lac Durand",1855,1919,168,-71.43333,47
"Site 122 (Swain unpublished)",192,192,412,-74.05,42.6
"Lac Dorval",1856,1920,440,-71.36667,47.08333
"Newell Lake",12969,19203,846,-103.40301,44.8344
"Newell Lake",12969,19204,846,-103.40301,44.8344
"Mare du Sault",1857,1921,772,-71.18333,47.4
"Riviere Montmorency",1858,1922,772,-71.2,47.41667
"Lac d'Aigremont",1859,1923,409,-73.83333,49.28333
"Lac à la Loutre",1860,1924,333,-73.08333,48.9
"Chibougamau",1861,1925,363,-74.55,49.8
"Lac Madeline",1862,1926,340,-76.7,49.36667
"Naskak",12999,19263,1,-171.49521,63.62369
"Naskak",12999,19264,1,-171.49521,63.62369
"Aghnaghak",13000,19265,1,-171.61263,63.63742
"Aghnaghak",13000,19266,1,-171.61263,63.63742
"Riviere Heva",1863,1927,303,-78.2,48.25
"Matagami",1864,1928,273,-77.75,49.78333
"Riviere Allard",1865,1929,288,-77.81667,49.65
"Site 123 (Swain unpublished)",193,193,503,-74.4,43.65
"Lac Kamatose",1866,1930,379,-76.81667,47.08333
"Val Senneville",1867,1931,303,-77.75,48.15
"Norwood",9860,19316,299,-93.92679,44.7093
"Mansebourg",1868,1932,303,-79.35,43.71667
"TK-2 Lake",11928,19322,234,-104.94659,66.34697
"TK-2 Lake",11928,19323,234,-104.94659,66.34697
"Lac Noulette",1869,1933,363,-76.31667,47.71667
"Stoneham (sud)",1870,1934,152,-71.36667,46.95
"Lac Jacques-Cartier",1871,1935,788,-71.23333,47.63333
"Panther Potholes",13042,19356,1100,-121.04548,48.65758
"Panther Potholes",13042,19358,1100,-121.04548,48.65758
"Lac Payette",1872,1936,791,-71.4,47.76667
"Tourbière de Weedon",1873,1937,245,-71.42889,45.69194
"Mont Albert Site 1",1874,1938,1045,-66.18333,48.9
"Mont Albert Site 2",1875,1939,1061,-66.18333,48.9
"Site 124 (Swain unpublished)",194,194,442,-74.05,43.13
"Mont Albert Site 3",1876,1940,1121,-66.18333,48.9
"Saint-Raymond",1877,1941,160,-71.80778,46.89194
"La Terriere (sud)",1878,1942,394,-71.66667,48.26667
"Riviere-Ouelle",1879,1943,30,-69.83333,47.45
"Caciyna-est",1880,1944,31,-69.4,48
"Riviere Saint-Jean",1881,1945,424,-65.16667,48.66667
"Murdochville",1882,1946,606,-65.53333,48.98333
"Saint-Ulric",1883,1947,106,-67.7,48.78333
"Mont Logan",1884,1948,1091,-66.63333,48.88333
"Issoudon",1885,1949,112,-71.6,46.56667
"Hungry Jack Lake",195,195,453,-91.12,48.15
"Dune du sud",1886,1950,6,-62.75,47.41667
"Mingan",1887,1951,18,-63.55,50.25
"Base",1888,1952,16,-71.33,46.79
"Yamaska",1889,1953,265,-72.87,45.47
"Martini",1890,1954,242,-72.77,47.42
"Pleasant Lake",1891,1955,274,-93.57315,44.6002
"Lac Pluvieux",1893,1957,180,-69.35278,47.84389
"Hells Kitchen Lake",196,196,505,-89.70449,46.18465
"Poland Spring Pond",1896,1960,94,-70.35,44.03333
"Poland Spring Pond",1896,1961,94,-70.35,44.03333
"Lake Tulane",2570,19615,32,-81.50634,27.58253
"Lake Tulane",2570,19617,32,-81.50634,27.58253
"Lake Tulane",2570,19618,32,-81.50634,27.58253
"Lake Tulane",2570,19619,32,-81.50634,27.58253
"Lake Tulane",2570,19620,32,-81.50634,27.58253
"Pond Mills Pond",1898,1963,274,-81.25,42.91667
"Porphyry Lake",1899,1964,1100,-123.83333,48.90556
"Porqui Pond",1900,1965,188,-79.78,44.93
"Portage Lake",1901,1966,397,-94.119,47.075
"Portage Marsh",1902,1967,189,-87.2225,41.57611
"Portage Bog",1903,1968,8,-64.075,46.67361
"Lake Mary",197,197,488,-89.9,46.25
"Posy Lake",1905,1970,2653,-111.69798,37.93564
"Potts Mountain Pond",1907,1972,840,-80.13333,37.6
"Powers Fort Swale",1908,1973,91,-90.58333,36.6
"Powers Fort Swale",1908,1974,91,-90.58333,36.6
"Chesapeake Bay, Parker Creek",1909,1975,0,-76.47861,38.54778
"Princeville",1912,1978,135,-71.93583,46.14583
"Greens Lake",198,198,77,-73.88,42.28
"Protection Bog",1914,1980,430,-78.46667,42.62222
"Point Escuminac",1915,1981,6,-64.8,47.075
"Madelia",13287,19811,303,-94.41667,44.08333
"Madelia",13287,19812,303,-94.41667,44.08333
"Trout Lake",13288,19813,163,-138.75904,68.82343
"Trout Lake",13288,19814,163,-138.75904,68.82343
"Killebrew Lake Fen",13290,19819,88,-122.90448,48.60335
"Chesapeake Bay, Potomac River",1916,1982,0,-76.22,38.02694
"Killebrew Lake Fen",13290,19820,88,-122.90448,48.60335
"Chesapeake Bay, Patuxent River (2-G-2)",1917,1983,0,-76.39306,38.32611
"Fox Lake",11620,19833,382,-94.73356,43.67035
"Fox Lake",11620,19834,382,-94.73356,43.67035
"Chesapeake Bay, Patuxent River (2-P-5)",1918,1984,0,-76.30972,38.33333
"Lac Brule",13302,19841,270,-75.44363,45.71694
"Lac Brule",13302,19842,270,-75.44363,45.71694
"Lac Noir",13304,19845,176,-75.13719,45.77602
"Lac Noir",13304,19846,176,-75.13719,45.77602
"Puyuk Lake",1920,1987,15,-162.2,63.5
"Mioxes Pond",1921,1988,3,-70.13333,41.25
"Almanac Pond",1922,1989,9,-70.00833,41.28333
"Emily Lake",199,199,259,-89.5,44.5
"Wigwam Pond",1923,1990,6,-70.01667,41.275
"Medouie Creek",1924,1991,3,-70.01667,41.30833
"Waggoner",13340,19915,738,-101.66654,44.0739
"Waggoner",13340,19916,738,-101.66654,44.0739
"Angelo",13341,19917,276,-90.77552,43.96811
"Angelo",13341,19918,276,-90.77552,43.96811
"Boot",13342,19919,498,-95.08903,43.68013
"Hidden Forest",1925,1992,6,-70.00833,41.29167
"Boot",13342,19920,498,-95.08903,43.68013
"Carthage",13343,19921,475,-97.7124,44.17316
"Carthage",13343,19922,475,-97.7124,44.17316
"Squam",1926,1993,6,-70.00833,41.30833
"Lone Star Lake",13348,19930,284,-92.367,45.93
"Lone Star Lake",13348,19931,284,-92.367,45.93
"Lily Lake",13349,19932,297,-92.275,45.899
"Lily Lake",13349,19933,297,-92.275,45.899
"Spicer Lake",13350,19936,242,-86.52289,41.75667
"Spicer Lake",13350,19937,242,-86.52289,41.75667
"Sheep Pond",1927,1994,3,-70.18333,41.25833
"Duck Lake",13354,19946,308,-93.82411,44.21127
"Duck Lake",13354,19947,308,-93.82411,44.21127
"Dudley",13355,19948,351,-93.36782,44.35319
"Dudley",13355,19949,351,-93.36782,44.35319
"Sesachacha Heathland",1928,1995,9,-69.98333,41.275
"Goose",13356,19950,530,-96.05098,44.37933
"Goose",13356,19951,530,-96.05098,44.37933
"Kilby",13357,19952,262,-89.35766,43.80146
"Kilby",13357,19953,262,-89.35766,43.80146
"Fish Lake",10265,19954,261,-89.66241,43.2821
"Fish Lake",10265,19955,261,-89.66241,43.2821
"Clear",13358,19956,510,-95.95774,44.32334
"Clear",13358,19957,510,-95.95774,44.32334
"Clark's Cove",1929,1996,3,-70.16667,41.25833
"Emery",13360,19960,261,-89.45519,43.78663
"Emery",13360,19961,261,-89.45519,43.78663
"George (BE)",841,19962,300,-93.87575,44.22929
"George (BE)",841,19963,300,-93.87575,44.22929
"Hayes Lake",13361,19964,649,-101.01534,44.36074
"Hayes Lake",13361,19965,649,-101.01534,44.36074
"Mary Lake",13362,19966,236,-81.00585,44.73314
"Mary Lake",13362,19967,236,-81.00585,44.73314
"Independence",13363,19968,479,-95.05307,43.76071
"Independence",13363,19969,479,-95.05307,43.76071
"Millbrook Road Pond",1930,1997,6,-70.13333,41.275
"Jones Lake",13364,19970,544,-98.95497,44.46074
"Jones Lake",13364,19971,544,-98.95497,44.46074
"Lost Lake",13365,19972,559,-97.06696,43.67678
"Lost Lake",13365,19973,559,-97.06696,43.67678
"Perch Lake",13366,19974,261,-90.80325,43.94139
"Perch Lake",13366,19975,261,-90.80325,43.94139
"Rose Hill",13367,19976,569,-98.78696,44.31141
"Rose Hill",13367,19977,569,-98.78696,44.31141
"Timber Lake",13368,19978,477,-95.22481,43.81446
"Timber Lake",13368,19979,477,-95.22481,43.81446
"Raylene's Bog",1931,1998,9,-70.01667,41.28333
"Lake Virginia",13369,19980,298,-89.93618,43.5268
"Lake Virginia",13369,19981,298,-89.93618,43.5268
"Wall Lake",13370,19982,520,-96.96889,43.52805
"Wall Lake",13370,19983,520,-96.96889,43.52805
"North Raylene's Bog",1932,1999,9,-70.01667,41.28333
"Cooley Lake",13375,19992,1515,-117.64692,49.48998
"Cooley Lake",13375,19993,1515,-117.64692,49.48998
"Gerry Lake",13376,19994,893,-121.50872,53.64304
"Gerry Lake",13376,19995,893,-121.50872,53.64304
"Wentworth Lake",459,19996,58,-124.53462,48.00721
"Wentworth Lake",459,19997,58,-124.53462,48.00721
"15/2",2,2,305,-75.01667,55.83333
"South Pout Pond",1933,2000,6,-70.05,41.275
"Crocker Lake",13377,20000,54,-122.8844,47.93322
"Crocker Lake",13377,20001,54,-122.8844,47.93322
"Pyle Site",1934,2001,250,-84.88333,40.66667
"Cedar Swamp",13382,20013,60,-122.87574,47.90455
"Cedar Swamp",13382,20014,60,-122.87574,47.90455
"Quarles Pond",1936,2003,500,-79.07222,37.99583
"Queens Lake",1937,2004,480,-110.56667,64.11667
"Quicksand Pond",1939,2006,285,-84.86528,34.32639
"Quillin Site",1940,2007,305,-81.96667,41
"Radtke Lake",1944,2011,274,-88.1,43.4
