"sitename","siteid","datasetid","altitude","longitude","latitude","sitedescription","depositionalenvironment"
"Two Frog Lake",9943,14794,4,-127.534035,51.106595,"Two Frog Lake is a small single basin unstratified freshwater lake. It is located in the Seymour-Belize Inlet Complex, situated in the central coastal mainland of British Columbia. Surrounding vegetation: The vegetation in this region is dominated by Tsuga heterophylla and Tsuga plicata.","Glaciomarine"
"South Bog",9944,14795,35,-67.20294,44.717555,"Raised bog. Surrounding vegetation: Grasslands dominated by Calamagrostis canadensis. Patches of Alnus and Salix, occasional mature Picea glauca, and several even-aged stands of Populus tremuloides dot the otherwise homogenous grasslands.","Raised Bog"
"South Bog",9944,14796,35,-67.20294,44.717555,"Raised bog. Surrounding vegetation: Grasslands dominated by Calamagrostis canadensis. Patches of Alnus and Salix, occasional mature Picea glauca, and several even-aged stands of Populus tremuloides dot the otherwise homogenous grasslands.","Raised Bog"
"South Bog",9944,14797,35,-67.20294,44.717555,"Raised bog. Surrounding vegetation: Grasslands dominated by Calamagrostis canadensis. Patches of Alnus and Salix, occasional mature Picea glauca, and several even-aged stands of Populus tremuloides dot the otherwise homogenous grasslands.","Raised Bog"
"Siesta Lake",9945,14798,2430,-119.659945,37.8505,"Small morainally dammed lake in the Sierra Nevada mountains. Surrounding vegetation: Pinus contorta forest with Abies magnifica and an occasional Pinus monticola. There are very few herbaceous and shrubby understorey species. Occasional openings within the forest allow species such as Quercus vaccinifolia, Arctostaphylos nevadensis, Ribes montigenum, and Phyllodoce breweri to thrive.","Moraine Dammed Lake"
"Siesta Lake",9945,14799,2430,-119.659945,37.8505,"Small morainally dammed lake in the Sierra Nevada mountains. Surrounding vegetation: Pinus contorta forest with Abies magnifica and an occasional Pinus monticola. There are very few herbaceous and shrubby understorey species. Occasional openings within the forest allow species such as Quercus vaccinifolia, Arctostaphylos nevadensis, Ribes montigenum, and Phyllodoce breweri to thrive.","Moraine Dammed Lake"
"Site 78 (Swain unpublished)",148,148,479,-75.45,42.02,NA,"Unknown"
"Payson Lake",1443,1480,152,-67.65,46.25,NA,"Lacustrine"
"Burnt Knob Lake",9947,14802,2250,-114.9829,45.706945,"Late-Pleistocene cirque basin. Physiography: Clearwater mountain range. Surrounding vegetation: Abies bifolia and Pinus albicaulis.","Cirque Lake"
"Burnt Knob Lake",9947,14803,2250,-114.9829,45.706945,"Late-Pleistocene cirque basin. Physiography: Clearwater mountain range. Surrounding vegetation: Abies bifolia and Pinus albicaulis.","Cirque Lake"
"Saunderson Lake",1444,1481,183,-67.72,46.02,NA,"Lacustrine"
"Brown Lake",1445,1482,168,-67.3,45.93,NA,"Lacustrine"
"Greenhill Lake",1446,1483,168,-67.03,46.05,NA,"Lacustrine"
"Lake Mina",9953,14838,415,-95.47561,45.89346,"Lake occupies a basin in a tunnel-valley system at the edge of the Alexandria Moraine.","Glacial Meltwater Channel Lake"
"Lake Mina",9953,14839,415,-95.47561,45.89346,"Lake occupies a basin in a tunnel-valley system at the edge of the Alexandria Moraine.","Glacial Meltwater Channel Lake"
"Palfrey Lake",1447,1484,114,-67.47,45.63,NA,"Lacustrine"
"Harvey Lake",1448,1485,145,-67.02,45.73,NA,"Lacustrine"
"Loon Lake",1449,1486,522,-70.65,45.03,NA,"Lacustrine"
"Pleasant pond 3446",1450,1487,386,-69.921455,45.25646,NA,"Lacustrine"
"Kingsbury Pond",1451,1488,283,-69.67,45.12,NA,"Lacustrine"
"Baker Lake",9974,14883,2300,-114.263205,45.891725,"Baker Lake is on the east side of the Bitterroot Range. It is a late-Pleistocene cirque basin. Surrounding vegetation is dominated by Pinus albicaulis and Larix lyallii on dry slopes, and Abies bifolia on wet slopes. Pinus contorta and Picea engelmannii also grow in the watershed. Dominant understory species include Vaccinium scoparium, Vaccinium membranaceum, Xerophyllum tenax, and Phyllodoce empetriformis.","Cirque Lake"
"Baker Lake",9974,14884,2300,-114.263205,45.891725,"Baker Lake is on the east side of the Bitterroot Range. It is a late-Pleistocene cirque basin. Surrounding vegetation is dominated by Pinus albicaulis and Larix lyallii on dry slopes, and Abies bifolia on wet slopes. Pinus contorta and Picea engelmannii also grow in the watershed. Dominant understory species include Vaccinium scoparium, Vaccinium membranaceum, Xerophyllum tenax, and Phyllodoce empetriformis.","Cirque Lake"
"Tower Lake",9738,14887,261,-86.037795,46.542635,"A small endorheic kettle pond on sandy glacial till. Surrounding second-growth forests are dominated by Acer saccharum, Betula alleghaniensis, Fagus grandifolia, Pinus strobus, and Tsuga canadensis, generally similar in composition to those before 19th century logging.","Kettle Lake"
"Tower Lake",9738,14889,261,-86.037795,46.542635,"A small endorheic kettle pond on sandy glacial till. Surrounding second-growth forests are dominated by Acer saccharum, Betula alleghaniensis, Fagus grandifolia, Pinus strobus, and Tsuga canadensis, generally similar in composition to those before 19th century logging.","Kettle Lake"
"Sandy River Ponds",1452,1489,518,-70.55,44.9,NA,"Lacustrine"
"Deuce Lake",9976,14890,170,-147.94008,64.86412,"Deuce Lake is a thermokarst lake that formed 1300 years ago. Surrounding vegetation: Picea/Betula dominated boreal forest. A mixed community of Picea glauca, Picea mariana, and patches of hardwood species (Populus tremuloides and Betula papyrifera).","Thermokarst Lake"
"Deuce Lake",9976,14891,170,-147.94008,64.86412,"Deuce Lake is a thermokarst lake that formed 1300 years ago. Surrounding vegetation: Picea/Betula dominated boreal forest. A mixed community of Picea glauca, Picea mariana, and patches of hardwood species (Populus tremuloides and Betula papyrifera).","Thermokarst Lake"
"Site 79 (Swain unpublished)",149,149,415,-75.93,42.2,NA,"Unknown"
"Toothaker Pond",1453,1490,244,-70.2,44.87,NA,"Lacustrine"
"Ellis Pond",1454,1491,248,-70.68,44.58,NA,"Lacustrine"
"Hoodoo Lake",9985,14910,1787,-114.65153,46.320235,"Cutoff stream channel located on the west side of the Bitterroot Range. The subalpine forest surrounding Hoodo Lake is dominated by Picea engelmannii and Abies bifolia on the wet slopes, and Pinus contorta on the southern dry slopes. Salix and Scirpus are in seeps or moister areas. Dominant understory species include Vaccinium scoparium, Xerophyllum tenax, and Phyllodoce empetriformis. Various members of Poaceae and Asteraceae are also present in the watershed.","Fluvial Origin Lake"
"Hoodoo Lake",9985,14911,1787,-114.65153,46.320235,"Cutoff stream channel located on the west side of the Bitterroot Range. The subalpine forest surrounding Hoodo Lake is dominated by Picea engelmannii and Abies bifolia on the wet slopes, and Pinus contorta on the southern dry slopes. Salix and Scirpus are in seeps or moister areas. Dominant understory species include Vaccinium scoparium, Xerophyllum tenax, and Phyllodoce empetriformis. Various members of Poaceae and Asteraceae are also present in the watershed.","Fluvial Origin Lake"
"Wilson Pond",1455,1492,173,-70.25,44.58,NA,"Lacustrine"
"Pintler Lake",9989,14922,1921,-113.439865,45.840555,"Pintler Lake is dammed behind a late-Pleistocene end moraine. The montane forest surrounding the lake is dominated by Pinus contorta with Pseudotsuga menziesii and Picea engelmannii as minor components. Dominant understory species include Arctostaphylos uva-ursi, Artemisia tridentata, Linnea borealis, and Ribes.","Moraine Dammed Lake"
"Pintler Lake",9989,14923,1921,-113.439865,45.840555,"Pintler Lake is dammed behind a late-Pleistocene end moraine. The montane forest surrounding the lake is dominated by Pinus contorta with Pseudotsuga menziesii and Picea engelmannii as minor components. Dominant understory species include Arctostaphylos uva-ursi, Artemisia tridentata, Linnea borealis, and Ribes.","Moraine Dammed Lake"
"Upper Soper Lake",9990,14924,0,-69.87914,62.914755,"Partially isolated embayment of Soper L. Physiography: Tidal connections to Hudson Strait. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia. Also represented are Salix, Betula nana, and Betula glandulosa. The environment within the protected Soper Valley allows many of the shrubs to reach the stature of small trees.","Glacial Origin Lake"
"Upper Soper Lake",9990,14925,0,-69.87914,62.914755,"Partially isolated embayment of Soper L. Physiography: Tidal connections to Hudson Strait. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia. Also represented are Salix, Betula nana, and Betula glandulosa. The environment within the protected Soper Valley allows many of the shrubs to reach the stature of small trees.","Glacial Origin Lake"
"Prien Lake",9991,14926,0,-93.27942,30.19221,"Drowned river segment which is now an estuary. Surrounding vegetation: Largely pine forest before logging depleted the forests around 1930. Now Cajun Prairie.","Estuarine"
"Prien Lake",9991,14927,0,-93.27942,30.19221,"Drowned river segment which is now an estuary. Surrounding vegetation: Largely pine forest before logging depleted the forests around 1930. Now Cajun Prairie.","Estuarine"
"Prien Lake",9991,14928,0,-93.27942,30.19221,"Drowned river segment which is now an estuary. Surrounding vegetation: Largely pine forest before logging depleted the forests around 1930. Now Cajun Prairie.","Estuarine"
"Ogac Lake",9992,14929,5,-67.341525,62.84547,"Cirque lakelocated in a protected valley at head of Ney Harbour. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia, as well as Salix. Much of the rest of the sparse ground cover taxa are represented by species of Poa, Festuca, Hierochloe, Eriophorum, Scirpus, Carex, Juncus, Luzula, Tofieldia, Oxyria, Polygonum, Stellaria, Cerastium, Sagina, Arenaria, Silene, Ranunculus, Cardamine, Draba, Papaver, Arabis, Saxifraga, Potentilla, Sibbaldia, Dryas, Epilobium, Armeria, Mertensia, Veronica, Pedicularis, Pinguicula, Campanula, and Erigeron.","Cirque Lake"
"Webb Lake",1456,1493,204,-70.45,44.7,NA,"Lacustrine"
"Ogac Lake",9992,14930,5,-67.341525,62.84547,"Cirque lakelocated in a protected valley at head of Ney Harbour. Surrounding vegetation: Fern and horsetail species, including Woodsia, Cystopteris, Lycopodium, and Equisetum. The low-shrubs around the lake include the heath taxa Empetrum, Ledum, Pyrola, Cassiope, Vaccinium, Rhododendron, Arctostaphylos, and Diapensia, as well as Salix. Much of the rest of the sparse ground cover taxa are represented by species of Poa, Festuca, Hierochloe, Eriophorum, Scirpus, Carex, Juncus, Luzula, Tofieldia, Oxyria, Polygonum, Stellaria, Cerastium, Sagina, Arenaria, Silene, Ranunculus, Cardamine, Draba, Papaver, Arabis, Saxifraga, Potentilla, Sibbaldia, Dryas, Epilobium, Armeria, Mertensia, Veronica, Pedicularis, Pinguicula, Campanula, and Erigeron.","Cirque Lake"
"Nelson Lake",9993,14931,251,-85.380295,46.2287,"Spring fed lakeon the Niagara Escarpment dammed by remnant beach. Surrounding vegetation: Acer saccharum, Fagus grandifolia, Betula allegheniensis, Ulmus americana, Tsuga canadensis, and Abies balsamea.","Glacial Origin Lake"
"Nelson Lake",9993,14932,251,-85.380295,46.2287,"Spring fed lakeon the Niagara Escarpment dammed by remnant beach. Surrounding vegetation: Acer saccharum, Fagus grandifolia, Betula allegheniensis, Ulmus americana, Tsuga canadensis, and Abies balsamea.","Glacial Origin Lake"
"Nelson Lake",9993,14933,251,-85.380295,46.2287,"Spring fed lakeon the Niagara Escarpment dammed by remnant beach. Surrounding vegetation: Acer saccharum, Fagus grandifolia, Betula allegheniensis, Ulmus americana, Tsuga canadensis, and Abies balsamea.","Glacial Origin Lake"
"Moose Lake",9994,14934,1541,-123.35093,47.883685,"Alpine lake located in the Grand Valley. Surrounding vegetation: Subalpine forest parkland dominated by Abies lasiocarpa. Tsuga heterophylla and Pseudotsuga menziesii reach their upper elevational limit near Moose Lake.","Glacial Meltwater Channel Lake"
"Moose Lake",9994,14935,1541,-123.35093,47.883685,"Alpine lake located in the Grand Valley. Surrounding vegetation: Subalpine forest parkland dominated by Abies lasiocarpa. Tsuga heterophylla and Pseudotsuga menziesii reach their upper elevational limit near Moose Lake.","Glacial Meltwater Channel Lake"
"Martins Lake",9995,14936,1415,-123.532585,47.71306,"Martins Lake is a closed basin located on an alpine ridge. Surrounding vegetation: small meadows, scree slopes, and patchy Tsuga mertenisana forest. Phyllodoce empetriformis, Vaccinium deliciosum, Cassiope mertensiana, Carex, Erythronium montanum, and Polygonum bistortoides are common in meadows.","Cirque Lake"
"Martins Lake",9995,14937,1415,-123.532585,47.71306,"Martins Lake is a closed basin located on an alpine ridge. Surrounding vegetation: small meadows, scree slopes, and patchy Tsuga mertenisana forest. Phyllodoce empetriformis, Vaccinium deliciosum, Cassiope mertensiana, Carex, Erythronium montanum, and Polygonum bistortoides are common in meadows.","Cirque Lake"
"Martins Lake",9995,14938,1415,-123.532585,47.71306,"Martins Lake is a closed basin located on an alpine ridge. Surrounding vegetation: small meadows, scree slopes, and patchy Tsuga mertenisana forest. Phyllodoce empetriformis, Vaccinium deliciosum, Cassiope mertensiana, Carex, Erythronium montanum, and Polygonum bistortoides are common in meadows.","Cirque Lake"
"Worthley Pond",1457,1494,174,-70.4,44.47,NA,"Lacustrine"
"Fracas Lake",9997,14942,2512,-112.238595,36.6307,"Small solution basin on the Kaibab Plateau. Pond has a central floating mat of Carex, Schoenoplectus acutus, and Poaceae. Surrounded by mixed conifer forest of Abies concolor, Picea pungens, Pinus ponderosa, and Pseudotsuga menziesii.","Solution Origin Lake"
"Fracas Lake",9997,14943,2512,-112.238595,36.6307,"Small solution basin on the Kaibab Plateau. Pond has a central floating mat of Carex, Schoenoplectus acutus, and Poaceae. Surrounded by mixed conifer forest of Abies concolor, Picea pungens, Pinus ponderosa, and Pseudotsuga menziesii.","Solution Origin Lake"
"Fracas Lake",9997,14944,2512,-112.238595,36.6307,"Small solution basin on the Kaibab Plateau. Pond has a central floating mat of Carex, Schoenoplectus acutus, and Poaceae. Surrounded by mixed conifer forest of Abies concolor, Picea pungens, Pinus ponderosa, and Pseudotsuga menziesii.","Solution Origin Lake"
"Efstadalsvatn",9998,14945,123,-22.67326,65.94163,"The lake is the first of two connected lake basins, located in the narrow, glacially scoured Laugardalur valley, but which are separated by a distinct morainal feature. Surrounding vegetation: Heathland with some patches of shrub birch.","Glaciomarine"
"Efstadalsvatn",9998,14946,123,-22.67326,65.94163,"The lake is the first of two connected lake basins, located in the narrow, glacially scoured Laugardalur valley, but which are separated by a distinct morainal feature. Surrounding vegetation: Heathland with some patches of shrub birch.","Glaciomarine"
