"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","error"
14799,9945,"Siesta Lake",31610,"Radiocarbon",4970,60,12710,0,4870,5070,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('SIESTA',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
250 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2430,-119.66075,-119.65914,100
14799,9945,"Siesta Lake",31611,"Radiocarbon",9050,120,12710,0,8900,9200,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('SIESTA',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
250 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2430,-119.66075,-119.65914,150
14799,9945,"Siesta Lake",31612,"Radiocarbon",11280,250,12710,0,11220,11340,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('SIESTA',thick=10,depths.file=TRUE)

Bacon settings: 
0 #d.min
250 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2430,-119.66075,-119.65914,60
14803,9947,"Burnt Knob Lake",31634,"Radiocarbon",2220,70.5,14660,-40,2175,2265,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,45
14803,9947,"Burnt Knob Lake",31635,"Radiocarbon",3795,104.5,14660,-40,3715,3875,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,80
14803,9947,"Burnt Knob Lake",31636,"Radiocarbon",4485,135.5,14660,-40,4435,4535,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,50
14803,9947,"Burnt Knob Lake",31637,"Radiocarbon",5915,181,14660,-40,5860,5970,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,55
14803,9947,"Burnt Knob Lake",31638,"Radiocarbon",6830,207,14660,-40,6735,6925,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,95
14803,9947,"Burnt Knob Lake",31640,"Radiocarbon",8300,240,14660,-40,8200,8400,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,100
14803,9947,"Burnt Knob Lake",31641,"Radiocarbon",10270,314,14660,-40,10190,10350,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,80
14803,9947,"Burnt Knob Lake",31643,"Radiocarbon",11922,340,14660,-40,11839,12005,"Neotoma 1","Based on the IntCal13 calibration curve.
Bacon command line: Bacon('BURNTKNB',acc.mean=50,depths.file=TRUE)
Bacon settings file:
0 #d.min
340 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2250,-114.98364,-114.98216,83
14884,9974,"Baker Lake",31732,"Radiocarbon",1600,55,13390,-50,1560,1640,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,40
14884,9974,"Baker Lake",31733,"Radiocarbon",2209,75,13390,-50,2160,2259,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,49.5
14884,9974,"Baker Lake",31734,"Radiocarbon",3306,120,13390,-50,3239,3373,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,67
14884,9974,"Baker Lake",31735,"Radiocarbon",4617,169,13390,-50,4566,4668,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,51
14884,9974,"Baker Lake",31736,"Radiocarbon",6302,207,13390,-50,6247,6357,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,55
14884,9974,"Baker Lake",31738,"Radiocarbon",7164,246,13390,-50,7090,7238,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,74
14884,9974,"Baker Lake",31739,"Radiocarbon",8870,289,13390,-50,8750,8990,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,120
14884,9974,"Baker Lake",31740,"Radiocarbon",10239,330,13390,-50,10160,10318,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,79
14884,9974,"Baker Lake",31741,"Radiocarbon",11100,362,13390,-50,10970,11230,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('BAKER',depths.file=TRUE)

Bacon settings: 
0 #d.min
375 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,2300,-114.26438,-114.26203,130
14889,9738,"Tower Lake",81469,"Radiocarbon",398,58,1650,560,355,441,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
147 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,261,-86.03944,-86.03615,43
14889,9738,"Tower Lake",81470,"Radiocarbon",1796,147,1650,560,1756,1836,"PalEON-STEPPS","Goring, S., Dawson, A., & Williams, J.W. (in prep) Improving age models and uncertainty estimates in macro-scale paleoecological synthesis.

Based on IntCal13 calibration curve.

Bacon settings file:
0 #d.min
147 #d.max
1 #d.by
1 #depths.file
 #slump
15 #acc.mean
0.9 #acc.shape
0.5 #mem.mean
2 #mem.strength
NA #boundary
NA #hiatus.depths
10 #hiatus.max
10 #hiatus.max
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #delta.R
0 #d.STD
0.95 #prob

Thickness of core tops and settlement depths were prescribed by data stewards.

Chronology prepared by Simon Goring and Andria Dawson. Model run by Allison Stegner. Data entered and uploaded by Allison Stegner and Jordan Schutz.",FALSE,261,-86.03944,-86.03615,40
14891,9976,"Deuce Lake",31765,"Radiocarbon",1300,64,1150,-50,1240,1360,"Neotoma 1","Based on IntCal13 calibration curve.
Bacon command line: Bacon('DEUCE',thick=5,acc.mean=20,depths.file=TRUE)
Bacon settings file:
0 #d.min
64 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,170,-147.9432,-147.93696,60
14911,9985,"Hoodoo Lake",31800,"Radiocarbon",1620,49.5,9770,-50,1580,1660,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501,40
14911,9985,"Hoodoo Lake",31801,"Radiocarbon",1825,64.5,9770,-50,1785,1865,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501,40
14911,9985,"Hoodoo Lake",31802,"Radiocarbon",2245,113.5,9770,-50,2210,2280,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501,35
14911,9985,"Hoodoo Lake",31803,"Radiocarbon",6595,313.5,9770,-50,6510,6680,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501,85
14911,9985,"Hoodoo Lake",31805,"Radiocarbon",8270,400,9770,-50,8110,8430,"Neotoma 1","Age model based on IntCal13 calibration curve.

Bacon command line: Bacon('HOODOO',depths.file=TRUE)

Bacon settings: 
0 #d.min
400 #d.max
1 #d.by
1 #depths.file
NA #slump
20 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1787,-114.65296,-114.6501,160
14923,9989,"Pintler Lake",103787,"Radiocarbon",1795,165,20600,-60,1745,1845,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,50
14923,9989,"Pintler Lake",103788,"Radiocarbon",2130,325,20600,-60,1970,2290,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,160
14923,9989,"Pintler Lake",103789,"Radiocarbon",4120,451,20600,-60,4060,4180,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,60
14923,9989,"Pintler Lake",103790,"Radiocarbon",5830,608,20600,-60,5760,5900,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,70
14923,9989,"Pintler Lake",103791,"Radiocarbon",8220,747,20600,-60,8140,8300,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,80
14923,9989,"Pintler Lake",103792,"Radiocarbon",9860,807,20600,-60,9770,9950,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,90
14923,9989,"Pintler Lake",103793,"Radiocarbon",10690,827,20600,-60,10590,10790,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
0 #d.min
932 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,1921,-113.44306,-113.43667,100
14925,9990,"Upper Soper Lake",103796,"Radiocarbon",1450,28.5,850,-10,1415,1485,"Wang et al. 2019","Wang, Y., Goring, S. & McGuire, J.L.  Bayesian ages for pollen records since the last glaciation in North America. Scientific Data 6: 176.

Chronology prepared by Yue Wang and Simon Goring. Data entered and uploaded by Claire Rubbelke.

Bacon settings file:
1 #d.min
85 #d.max
1 #d.by
1 #depths.file
NA #slump
50 #acc.mean
1.5 #acc.shape
0.7 #mem.mean
4 #mem.strength
NA #hiatus.depths
1000 #hiatus.mean
1 #hiatus.shape
0 #BCAD
1 #cc
0 #postbomb
IntCal13 #cc1
Marine13 #cc2
SHCal13 #cc3
ConstCal #cc4
cm #unit
0 #normal
3 #t.a
4 #t.b
0 #d.R
0 #d.STD
0.95 #prob",FALSE,0,-69.88884,-69.86944,35
